season,week,date,espn_id,name,pos,team,espn_pts,sleeper_pts,fp_pts,blend,p_zero,implied
2026,2,2026-09-20,4374302,Amon-Ra St. Brown,WR,DET,20.39,17.44,21.7,35.2,0.0,
2026,2,2026-09-20,4038941,Justin Herbert,QB,LAC,19.76,16.88,19.5,18.95,0.02,25.25
2026,2,2026-09-20,4890973,Ashton Jeanty,RB,LV,18.39,15.89,17.6,16.08,0.02,18.25
2026,2,2026-09-20,4695883,Jalen Coker,WR,CAR,11.95,12.91,12.1,12.43,0.02,23.0
2026,2,2026-09-20,3040151,George Kittle,TE,SF,10.54,10.7,10.2,11.45,0.02,29.0
2026,2,2026-09-20,4239996,Travis Etienne Jr.,RB,NO,12.26,10.99,12.4,10.94,0.02,18.5
2026,2,2026-09-20,4361370,Chris Olave,WR,NO,15.91,15.59,16.6,14.67,0.3,18.5
2026,2,2026-09-20,-16027,Buccaneers D/ST,D/ST,TB,8.21,9.7,8.3,8.96,0.02,24.5
2026,2,2026-09-20,4432710,TreVeyon Henderson,RB,NE,9.34,9.54,8.6,9.5,0.02,23.5
2026,2,2026-09-20,4882093,Bhayshul Tuten,RB,JAX,10.09,9.1,11.3,9.38,0.02,21.25
2026,2,2026-09-20,4608686,Kyle Monangai,RB,CHI,9.85,7.07,10.1,8.79,0.02,26.0
2026,2,2026-09-20,4429059,Woody Marks,RB,HOU,7.76,8.95,7.6,8.46,0.02,24.0
2026,2,2026-09-20,4569587,Wan'Dale Robinson,WR,TEN,9.5,7.65,9.6,7.69,0.02,16.25
2026,2,2026-09-20,3051909,Daniel Carlson,K,NO,7.95,5.76,6.8,6.32,0.02,18.5
2026,2,2026-09-20,4430834,Jalen McMillan,WR,TB,7.03,5.68,5.3,6.5,0.3,24.5
2026,2,2026-09-20,3054850,Alvin Kamara,RB,NO,5.39,4.32,5.4,4.57,0.02,18.5
2026,2,2026-09-20,4426348,Jayden Daniels,QB,WSH,19.79,20.24,20.5,20.17,0.02,23.5
2026,2,2026-09-20,4431452,Drake Maye,QB,NE,18.23,18.89,18.7,18.7,0.02,23.5
2026,2,2026-09-20,4242335,Jonathan Taylor,RB,IND,18.44,18.79,17.3,18.01,0.02,20.5
2026,2,2026-09-20,4430027,Sam LaPorta,TE,DET,11.25,11.19,11.4,17.2,0.0,
2026,2,2026-09-20,4689114,Jaxson Dart,QB,NYG,18.18,18.07,18.1,17.37,0.02,20.25
2026,2,2026-09-20,4430737,Kyren Williams,RB,LAR,14.23,16.99,14.4,16.48,0.02,27.25
2026,2,2026-09-20,4685382,Omarion Hampton,RB,LAC,15.84,13.98,15.1,15.35,0.02,25.25
2026,2,2026-09-20,16737,Mike Evans,WR,SF,12.99,12.93,14.3,14.14,0.02,29.0
2026,2,2026-09-20,4685472,Tetairoa McMillan,WR,CAR,13.62,14.6,13.6,14.11,0.02,23.0
2026,2,2026-09-20,4361307,Trey McBride,TE,ARI,14.47,14.8,15.6,13.87,0.02,19.0
2026,2,2026-09-20,4432620,Parker Washington,WR,JAX,12.19,13.04,13.6,12.28,0.02,21.25
2026,2,2026-09-20,4362081,Cameron Dicker,K,LAC,9.84,7.36,8.9,8.94,0.02,25.25
2026,2,2026-09-20,4569559,Devaughn Vele,WR,NO,9.46,9.56,9.7,8.86,0.02,18.5
2026,2,2026-09-20,-16021,Eagles D/ST,D/ST,PHI,7.09,9.6,8.3,8.34,0.02,23.25
2026,2,2026-09-20,4678008,Jonathon Brooks,RB,CAR,8.65,6.74,7.6,7.7,0.02,23.0
2026,2,2026-09-20,4373678,Khalil Shakir,WR,BUF,10.33,10.95,10.3,6.8,0.0,
2026,2,2026-09-20,4047365,Josh Jacobs,RB,GB,0.0,,0.0,0.0,1.0,24.0
2026,2,2026-09-20,4431611,Caleb Williams,QB,CHI,19.42,18.54,21.3,19.85,0.02,26.0
2026,2,2026-09-20,4035538,David Montgomery,RB,HOU,14.2,17.05,14.1,15.83,0.02,24.0
2026,2,2026-09-20,4428331,Rashee Rice,WR,KC,15.04,13.93,14.1,15.15,0.02,26.0
2026,2,2026-09-20,4685278,Luther Burden III,WR,CHI,12.46,11.46,12.5,12.51,0.02,26.0
2026,2,2026-09-20,4685702,Quinshon Judkins,RB,CLE,11.97,12.44,11.4,11.25,0.02,17.0
2026,2,2026-09-20,3116165,Chris Godwin Jr.,WR,TB,10.01,10.37,11.6,10.42,0.02,24.5
2026,2,2026-09-20,4036133,T.J. Hockenson,TE,MIN,9.56,9.05,8.6,9.12,0.02,21.5
2026,2,2026-09-20,4574716,Harrison Mevis,K,LAR,9.78,7.02,7.6,9.02,0.02,27.25
2026,2,2026-09-20,3929645,Juwan Johnson,TE,NO,8.87,9.87,10.4,8.82,0.02,18.5
2026,2,2026-09-20,4426388,Jameson Williams,WR,DET,12.33,12.62,12.3,5.3,0.0,
2026,2,2026-09-20,4432665,Brock Bowers,TE,LV,0.0,,4.3,4.03,0.8,18.25
2026,2,2026-09-20,3917315,Kyler Murray,QB,MIN,0.0,,,0.0,1.0,21.5
